departure_time,destination,delay,station_name
2020-11-17 09:33:00,Flughafen München,0,Hackerbrücke
2020-11-17 09:05:00,Flughafen München,10,Pasing
2020-11-17 09:22:00,Flughafen München,13,Rosenheimer Platz
2020-11-17 20:18:00,Flughafen München,1,Neuaubing
2020-11-17 12:41:00,Flughafen München,1,Neugilching
2020-11-17 13:51:00,Flughafen München,1,Daglfing
2020-11-17 18:53:00,Flughafen München,17,Flughafen Besucherpark
2020-11-17 10:58:00,Flughafen München,4,Unterföhring
2020-11-17 11:57:00,Flughafen München,0,Weßling
2020-11-17 09:15:00,Flughafen München,13,Hauptbahnhof
2020-11-17 10:15:00,Flughafen München,0,Johanneskirchen
2020-11-17 11:30:00,Flughafen München,0,Hallbergmoos
2020-11-17 09:25:00,Flughafen München,0,Pasing
2020-11-17 11:38:00,Flughafen München,0,Neuaubing
2020-11-17 09:17:00,Flughafen München,12,Karlsplatz
2020-11-17 09:08:00,Flughafen München,9,Laim
2020-11-17 10:56:00,Flughafen München,1,Freiham
2020-11-17 13:54:00,Flughafen München,1,Harthaus
2020-11-17 14:05:00,Flughafen München,1,Geisenbrunn
2020-11-17 18:56:00,Flughafen München,2,Freiham
2020-11-17 09:28:00,Flughafen München,0,Laim
2020-11-17 09:32:00,Flughafen München,0,Donnersbergerbrücke
2020-11-17 10:22:00,Flughafen München,1,Ismaning
2020-11-17 10:00:00,Flughafen München,7,Westkreuz
2020-11-17 09:24:00,Flughafen München,13,Ostbahnhof München
2020-11-17 11:23:00,Flughafen München,0,Gilching-Argelsried
2020-11-17 19:23:00,Flughafen München,6,Gilching-Argelsried
2020-11-17 23:45:00,Flughafen München,0,Herrsching
2020-11-21 09:15:00,Flughafen München,0,Hauptbahnhof
2020-11-17 10:11:00,Flughafen München,0,Germering-Unterpfaffenhofen
2020-11-17 09:40:00,Flughafen München,0,Isartor
2020-11-17 09:42:00,Flughafen München,0,Rosenheimer Platz
2020-11-17 11:16:00,Flughafen München,1,Freiham
2020-11-17 14:14:00,Flughafen München,1,Harthaus
2020-11-18 20:22:00,Flughafen München,0,Rosenheimer Platz
2020-11-17 09:39:00,Flughafen München,0,Marienplatz
2020-11-17 09:19:00,Flughafen München,11,Marienplatz
2020-11-17 09:37:00,Flughafen München,6,Weßling
2020-11-17 10:35:00,Flughafen München,5,Johanneskirchen
2020-11-17 12:33:00,Flughafen München,1,Steinebach
2020-11-17 09:50:00,Flughafen München,0,Hirschgarten
2020-11-17 10:06:00,Flughafen München,1,Leuchtenbergring
2020-11-17 14:11:00,Flughafen München,2,Daglfing
2020-11-17 09:35:00,Flughafen München,0,Hauptbahnhof
2020-11-17 11:58:00,Flughafen München,0,Neuaubing
2020-11-18 08:00:00,Flughafen München,0,Westkreuz
2020-11-17 11:18:00,Flughafen München,2,Unterföhring
2020-11-17 10:53:00,Flughafen München,4,Flughafen Besucherpark
2020-11-17 14:13:00,Flughafen München,0,Englschalking
2020-11-17 18:35:00,Flughafen München,17,Johanneskirchen
2020-11-17 09:37:00,Flughafen München,0,Karlsplatz
2020-11-17 09:53:00,Flughafen München,1,Hackerbrücke
2020-11-17 12:45:00,Flughafen München,0,Herrsching
2020-11-17 09:45:00,Flughafen München,3,Pasing
2020-11-17 10:20:00,Flughafen München,4,Westkreuz
2020-11-17 17:22:00,Flughafen München,7,Rosenheimer Platz
2020-11-17 09:48:00,Flughafen München,1,Laim
2020-11-17 11:43:00,Flughafen München,1,Gilching-Argelsried
2020-11-17 13:01:00,Flughafen München,1,Neugilching
2020-11-17 09:52:00,Flughafen München,0,Donnersbergerbrücke
2020-11-17 09:44:00,Flughafen München,0,Ostbahnhof München
2020-11-17 10:42:00,Flughafen München,5,Ismaning
2020-11-17 10:31:00,Flughafen München,2,Germering-Unterpfaffenhofen
2020-11-17 11:48:00,Flughafen München,3,Hallbergmoos
2020-11-17 12:10:00,Flughafen München,2,Seefeld-Hechendorf
2020-11-17 14:25:00,Flughafen München,0,Geisenbrunn
2020-11-17 10:00:00,Flughafen München,0,Isartor
2020-11-17 10:02:00,Flughafen München,1,Rosenheimer Platz
2020-11-17 09:59:00,Flughafen München,0,Marienplatz
2020-11-17 13:05:00,Flughafen München,0,Herrsching
2020-11-17 13:21:00,Flughafen München,0,Neugilching
2020-11-17 11:36:00,Flughafen München,0,Freiham
2020-11-17 10:55:00,Flughafen München,3,Johanneskirchen
2020-11-17 14:34:00,Flughafen München,4,Harthaus
2020-11-17 09:57:00,Flughafen München,0,Karlsplatz
2020-11-17 14:31:00,Flughafen München,0,Daglfing
2020-11-17 12:17:00,Flughafen München,2,Weßling
2020-11-17 11:38:00,Flughafen München,3,Unterföhring
2020-11-17 11:13:00,Flughafen München,3,Flughafen Besucherpark
2020-11-17 12:18:00,Flughafen München,0,Neuaubing
2020-11-17 18:00:00,Flughafen München,0,Westkreuz
2020-11-17 14:33:00,Flughafen München,0,Englschalking
2020-11-17 09:55:00,Flughafen München,1,Hauptbahnhof
2020-11-17 10:26:00,Flughafen München,7,Leuchtenbergring
2020-11-17 10:13:00,Flughafen München,6,Hackerbrücke
2020-11-17 10:46:00,Flughafen München,6,Leuchtenbergring
2020-11-17 14:45:00,Flughafen München,0,Geisenbrunn
2020-11-17 14:51:00,Flughafen München,0,Daglfing
2020-11-17 10:10:00,Flughafen München,6,Hirschgarten
2020-11-17 11:02:00,Flughafen München,3,Ismaning
2020-11-17 12:53:00,Flughafen München,1,Steinebach
2020-11-17 10:40:00,Flughafen München,2,Westkreuz
2020-11-17 14:53:00,Flughafen München,0,Englschalking
2020-11-17 14:54:00,Flughafen München,0,Harthaus
2020-11-17 10:04:00,Flughafen München,0,Ostbahnhof München
2020-11-17 10:08:00,Flughafen München,7,Laim
2020-11-17 10:12:00,Flughafen München,5,Donnersbergerbrücke
2020-11-17 12:08:00,Flughafen München,1,Hallbergmoos
2020-11-18 07:24:00,Flughafen München,2,Ostbahnhof München
2020-11-17 11:15:00,Flughafen München,1,Johanneskirchen
2020-11-17 10:30:00,Flughafen München,1,Hirschgarten
2020-11-17 10:33:00,Flughafen München,1,Hackerbrücke
2020-11-17 13:41:00,Flughafen München,2,Neugilching
2020-11-17 10:19:00,Flughafen München,5,Marienplatz
2020-11-17 10:20:00,Flughafen München,5,Isartor
2020-11-17 10:51:00,Flughafen München,2,Germering-Unterpfaffenhofen
2020-11-17 11:56:00,Flughafen München,0,Freiham
2020-11-17 19:18:00,Flughafen München,6,Unterföhring
2020-11-17 12:03:00,Flughafen München,0,Gilching-Argelsried
2020-11-17 10:17:00,Flughafen München,6,Karlsplatz
2020-11-17 10:05:00,Flughafen München,5,Pasing
2020-11-17 11:58:00,Flughafen München,0,Unterföhring
2020-11-17 17:42:00,Flughafen München,7,Rosenheimer Platz
2020-11-17 17:35:00,Flughafen München,2,Hauptbahnhof
2020-11-18 09:38:00,Flughafen München,0,Neuaubing
2020-11-17 15:05:00,Flughafen München,0,Geisenbrunn
2020-11-17 13:25:00,Flughafen München,0,Herrsching
2020-11-17 10:15:00,Flughafen München,7,Hauptbahnhof
2020-11-17 10:25:00,Flughafen München,4,Pasing
2020-11-17 11:06:00,Flughafen München,3,Leuchtenbergring
2020-11-17 11:35:00,Flughafen München,0,Flughafen Besucherpark
2020-11-17 12:38:00,Flughafen München,0,Neuaubing
2020-11-17 12:30:00,Flughafen München,0,Hallbergmoos
2020-11-17 12:37:00,Flughafen München,2,Weßling
2020-11-18 03:25:00,Flughafen München,0,Herrsching
2020-11-17 11:00:00,Flughafen München,2,Westkreuz
2020-11-17 10:28:00,Flughafen München,2,Laim
2020-11-17 10:32:00,Flughafen München,0,Donnersbergerbrücke
2020-11-17 11:22:00,Flughafen München,1,Ismaning
2020-11-17 13:13:00,Flughafen München,1,Steinebach
2020-11-17 15:11:00,Flughafen München,0,Daglfing
2020-11-17 15:13:00,Flughafen München,0,Englschalking
2020-11-17 11:11:00,Flughafen München,0,Germering-Unterpfaffenhofen
2020-11-17 12:50:00,Flughafen München,0,Seefeld-Hechendorf
2020-11-17 15:14:00,Flughafen München,0,Harthaus
2020-11-17 10:24:00,Flughafen München,6,Ostbahnhof München
2020-11-17 12:30:00,Flughafen München,1,Seefeld-Hechendorf
2020-11-17 10:40:00,Flughafen München,3,Isartor
2020-11-17 12:23:00,Flughafen München,5,Gilching-Argelsried
2020-11-17 21:34:00,Flughafen München,4,Harthaus
2020-11-18 07:39:00,Flughafen München,0,Marienplatz
2020-11-17 10:42:00,Flughafen München,6,Rosenheimer Platz
2020-11-17 10:39:00,Flughafen München,1,Marienplatz
2020-11-17 10:53:00,Flughafen München,1,Hackerbrücke
2020-11-17 11:53:00,Flughafen München,3,Flughafen Besucherpark
2020-11-17 12:16:00,Flughafen München,1,Freiham
2020-11-17 10:37:00,Flughafen München,2,Karlsplatz
2020-11-17 10:21:00,Flughafen München,3,Neugilching
2020-11-17 10:22:00,Flughafen München,6,Rosenheimer Platz
2020-11-17 10:35:00,Flughafen München,3,Hauptbahnhof
2020-11-17 11:35:00,Flughafen München,3,Johanneskirchen
2020-11-17 12:18:00,Flughafen München,3,Unterföhring
2020-11-17 12:58:00,Flughafen München,0,Neuaubing
2020-11-17 12:57:00,Flughafen München,1,Weßling
2020-11-18 11:25:00,Flughafen München,0,Herrsching
2020-11-17 10:50:00,Flughafen München,0,Hirschgarten
2020-11-17 15:25:00,Flughafen München,0,Geisenbrunn
2020-11-17 10:45:00,Flughafen München,1,Pasing
2020-11-17 14:01:00,Flughafen München,1,Neugilching
2020-11-17 10:48:00,Flughafen München,0,Laim
2020-11-17 10:52:00,Flughafen München,0,Donnersbergerbrücke
2020-11-17 11:26:00,Flughafen München,3,Leuchtenbergring
2020-11-17 12:48:00,Flughafen München,1,Hallbergmoos
2020-11-17 11:42:00,Flughafen München,3,Ismaning
2020-11-17 11:20:00,Flughafen München,1,Westkreuz
2020-11-17 12:43:00,Flughafen München,5,Gilching-Argelsried
2020-11-17 11:00:00,Flughafen München,1,Isartor
2020-11-17 11:31:00,Flughafen München,0,Germering-Unterpfaffenhofen
2020-11-18 03:45:00,Flughafen München,0,Herrsching
2020-11-17 10:59:00,Flughafen München,0,Marienplatz
2020-11-17 15:33:00,Flughafen München,0,Englschalking
2020-11-17 15:31:00,Flughafen München,0,Daglfing
2020-11-17 11:13:00,Flughafen München,0,Hackerbrücke
2020-11-17 10:44:00,Flughafen München,6,Ostbahnhof München
2020-11-17 11:10:00,Flughafen München,0,Hirschgarten
2020-11-17 13:45:00,Flughafen München,0,Herrsching
2020-11-17 13:33:00,Flughafen München,1,Steinebach
2020-11-17 10:55:00,Flughafen München,2,Hauptbahnhof
2020-11-17 11:02:00,Flughafen München,5,Rosenheimer Platz
2020-11-17 11:55:00,Flughafen München,2,Johanneskirchen
2020-11-17 14:21:00,Flughafen München,4,Neugilching
2020-11-17 23:33:00,Flughafen München,4,Englschalking
2020-11-17 21:21:00,Flughafen München,4,Neugilching
2020-11-17 10:57:00,Flughafen München,1,Karlsplatz
2020-11-17 11:46:00,Flughafen München,3,Leuchtenbergring
2020-11-17 13:18:00,Flughafen München,0,Neuaubing
2020-11-17 12:38:00,Flughafen München,2,Unterföhring
2020-11-17 19:30:00,Flughafen München,2,Hallbergmoos
2020-11-17 15:45:00,Flughafen München,0,Geisenbrunn
2020-11-17 11:40:00,Flughafen München,0,Westkreuz
2020-11-17 11:05:00,Flughafen München,1,Pasing
2020-11-17 11:08:00,Flughafen München,0,Laim
2020-11-17 12:36:00,Flughafen München,0,Freiham
2020-11-17 12:13:00,Flughafen München,0,Flughafen Besucherpark
2020-11-17 20:58:00,Flughafen München,0,Neuaubing
2020-11-17 14:05:00,Flughafen München,0,Herrsching
2020-11-17 11:12:00,Flughafen München,0,Donnersbergerbrücke
2020-11-17 11:04:00,Flughafen München,5,Ostbahnhof München
2020-11-17 12:02:00,Flughafen München,0,Ismaning
2020-11-20 16:05:00,Flughafen München,0,Pasing
2020-11-17 13:10:00,Flughafen München,0,Seefeld-Hechendorf
2020-11-17 15:34:00,Flughafen München,0,Harthaus
2020-11-17 15:51:00,Flughafen München,0,Daglfing
2020-11-17 15:53:00,Flughafen München,0,Englschalking
2020-11-17 11:51:00,Flughafen München,0,Germering-Unterpfaffenhofen
2020-11-17 11:33:00,Flughafen München,0,Hackerbrücke
2020-11-17 11:30:00,Flughafen München,0,Hirschgarten
2020-11-17 11:19:00,Flughafen München,0,Marienplatz
2020-11-17 14:41:00,Flughafen München,0,Neugilching
2020-11-17 11:15:00,Flughafen München,0,Hauptbahnhof
2020-11-17 12:06:00,Flughafen München,0,Leuchtenbergring
2020-11-17 11:22:00,Flughafen München,3,Rosenheimer Platz
2020-11-17 11:20:00,Flughafen München,3,Isartor
2020-11-17 13:03:00,Flughafen München,2,Gilching-Argelsried
2020-11-17 12:15:00,Flughafen München,3,Johanneskirchen
2020-11-17 13:17:00,Flughafen München,1,Weßling
2020-11-17 13:08:00,Flughafen München,0,Hallbergmoos
2020-11-17 11:17:00,Flughafen München,0,Karlsplatz
2020-11-17 17:50:00,Flughafen München,0,Hirschgarten
2020-11-17 14:25:00,Flughafen München,0,Herrsching
2020-11-17 16:05:00,Flughafen München,0,Geisenbrunn
2020-11-17 13:38:00,Flughafen München,0,Neuaubing
2020-11-17 13:53:00,Flughafen München,1,Steinebach
2020-11-17 12:58:00,Flughafen München,0,Unterföhring
2020-11-17 17:53:00,Flughafen München,1,Hackerbrücke
2020-11-17 11:25:00,Flughafen München,0,Pasing
2020-11-17 12:00:00,Flughafen München,0,Westkreuz
2020-11-17 11:28:00,Flughafen München,0,Laim
2020-11-17 12:35:00,Flughafen München,1,Flughafen Besucherpark
2020-11-17 13:37:00,Flughafen München,2,Weßling
2020-11-17 23:31:00,Flughafen München,4,Daglfing
2020-11-17 11:32:00,Flughafen München,0,Donnersbergerbrücke
2020-11-17 12:11:00,Flughafen München,0,Germering-Unterpfaffenhofen
2020-11-17 11:24:00,Flughafen München,3,Ostbahnhof München
2020-11-17 12:22:00,Flughafen München,2,Ismaning
2020-11-17 16:11:00,Flughafen München,0,Daglfing
2020-11-17 16:13:00,Flughafen München,0,Englschalking
2020-11-17 11:40:00,Flughafen München,0,Isartor
2020-11-17 12:53:00,Flughafen München,1,Flughafen Besucherpark
2020-11-17 13:30:00,Flughafen München,1,Seefeld-Hechendorf
2020-11-17 13:23:00,Flughafen München,4,Gilching-Argelsried
2020-11-17 11:35:00,Flughafen München,0,Hauptbahnhof
2020-11-17 11:53:00,Flughafen München,0,Hackerbrücke
2020-11-17 11:50:00,Flughafen München,0,Hirschgarten
2020-11-17 11:39:00,Flughafen München,0,Marienplatz
2020-11-17 11:42:00,Flughafen München,3,Rosenheimer Platz
2020-11-17 12:35:00,Flughafen München,1,Johanneskirchen
2020-11-17 12:26:00,Flughafen München,0,Leuchtenbergring
2020-11-17 14:13:00,Flughafen München,2,Steinebach
2020-11-17 13:30:00,Flughafen München,0,Hallbergmoos
2020-11-17 11:37:00,Flughafen München,0,Karlsplatz
2020-11-17 15:01:00,Flughafen München,0,Neugilching
2020-11-17 13:18:00,Flughafen München,1,Unterföhring
2020-11-17 13:58:00,Flughafen München,1,Neuaubing
2020-11-17 16:25:00,Flughafen München,3,Geisenbrunn
2020-11-17 11:45:00,Flughafen München,0,Pasing
2020-11-17 11:48:00,Flughafen München,0,Laim
2020-11-17 18:42:00,Flughafen München,18,Ismaning
2020-11-17 12:42:00,Flughafen München,2,Ismaning
2020-11-17 12:56:00,Flughafen München,0,Freiham
2020-11-17 13:57:00,Flughafen München,1,Weßling
2020-11-17 17:45:00,Flughafen München,0,Pasing
2020-11-17 13:50:00,Flughafen München,0,Seefeld-Hechendorf
2020-11-17 11:52:00,Flughafen München,0,Donnersbergerbrücke
2020-11-17 15:54:00,Flughafen München,0,Harthaus
2020-11-17 11:44:00,Flughafen München,3,Ostbahnhof München
2020-11-17 12:31:00,Flughafen München,0,Germering-Unterpfaffenhofen
2020-11-17 12:46:00,Flughafen München,3,Leuchtenbergring
2020-11-17 16:31:00,Flughafen München,2,Daglfing
2020-11-17 12:00:00,Flughafen München,0,Isartor
2020-11-17 11:59:00,Flughafen München,0,Marienplatz
2020-11-17 12:10:00,Flughafen München,0,Hirschgarten
2020-11-17 13:43:00,Flughafen München,2,Gilching-Argelsried
2020-11-17 12:20:00,Flughafen München,1,Westkreuz
2020-11-17 13:48:00,Flughafen München,1,Hallbergmoos
2020-11-17 16:33:00,Flughafen München,1,Englschalking
2020-11-17 14:45:00,Flughafen München,0,Herrsching
2020-11-17 12:02:00,Flughafen München,0,Rosenheimer Platz
2020-11-17 12:13:00,Flughafen München,0,Hackerbrücke
2020-11-17 11:55:00,Flughafen München,1,Hauptbahnhof
2020-11-17 11:57:00,Flughafen München,0,Karlsplatz
2020-11-17 15:21:00,Flughafen München,0,Neugilching
2020-11-17 12:55:00,Flughafen München,2,Johanneskirchen
2020-11-17 13:38:00,Flughafen München,1,Unterföhring
2020-11-17 14:18:00,Flughafen München,0,Neuaubing
2020-11-17 12:05:00,Flughafen München,0,Pasing
2020-11-17 12:08:00,Flughafen München,1,Laim
2020-11-17 13:13:00,Flughafen München,0,Flughafen Besucherpark
2020-11-17 16:45:00,Flughafen München,2,Geisenbrunn
2020-11-17 15:05:00,Flughafen München,0,Herrsching
2020-11-17 14:33:00,Flughafen München,0,Steinebach
2020-11-17 12:12:00,Flughafen München,0,Donnersbergerbrücke
2020-11-17 13:02:00,Flughafen München,0,Ismaning
2020-11-17 13:06:00,Flughafen München,4,Leuchtenbergring
2020-11-17 12:04:00,Flughafen München,0,Ostbahnhof München
2020-11-17 14:10:00,Flughafen München,0,Seefeld-Hechendorf
2020-11-18 07:53:00,Flughafen München,0,Hackerbrücke
2020-11-17 14:08:00,Flughafen München,1,Hallbergmoos
2020-11-17 12:40:00,Flughafen München,1,Westkreuz
2020-11-17 16:53:00,Flughafen München,1,Englschalking
2020-11-17 16:51:00,Flughafen München,2,Daglfing
2020-11-17 12:20:00,Flughafen München,0,Isartor
2020-11-17 12:22:00,Flughafen München,1,Rosenheimer Platz
2020-11-17 12:33:00,Flughafen München,0,Hackerbrücke
2020-11-17 12:30:00,Flughafen München,0,Hirschgarten
2020-11-17 12:19:00,Flughafen München,0,Marienplatz
2020-11-17 13:15:00,Flughafen München,3,Johanneskirchen
2020-11-17 14:03:00,Flughafen München,0,Gilching-Argelsried
2020-11-17 13:58:00,Flughafen München,1,Unterföhring
2020-11-17 14:38:00,Flughafen München,0,Neuaubing
2020-11-17 17:05:00,Flughafen München,2,Geisenbrunn
2020-11-17 12:17:00,Flughafen München,0,Karlsplatz
2020-11-17 12:15:00,Flughafen München,1,Hauptbahnhof
2020-11-17 13:35:00,Flughafen München,0,Flughafen Besucherpark
2020-11-17 14:17:00,Flughafen München,4,Weßling
2020-11-17 12:25:00,Flughafen München,0,Pasing
2020-11-17 15:25:00,Flughafen München,0,Herrsching
2020-11-17 14:37:00,Flughafen München,0,Weßling
2020-11-17 12:28:00,Flughafen München,0,Laim
2020-11-17 12:11:00,Flughafen München,4,Daglfing
2020-11-17 12:37:00,Flughafen München,0,Karlsplatz
2020-11-17 13:26:00,Flughafen München,3,Leuchtenbergring
2020-11-17 13:22:00,Flughafen München,0,Ismaning
2020-11-17 13:16:00,Flughafen München,0,Freiham
2020-11-17 18:26:00,Flughafen München,18,Leuchtenbergring
2020-11-17 12:13:00,Flughafen München,3,Englschalking
2020-11-17 12:32:00,Flughafen München,0,Donnersbergerbrücke
2020-11-17 14:53:00,Flughafen München,0,Steinebach
2020-11-17 14:30:00,Flughafen München,0,Seefeld-Hechendorf
2020-11-17 12:24:00,Flughafen München,0,Ostbahnhof München
2020-11-17 13:53:00,Flughafen München,1,Flughafen Besucherpark
2020-11-17 14:23:00,Flughafen München,0,Gilching-Argelsried
2020-11-17 12:40:00,Flughafen München,0,Isartor
2020-11-17 16:14:00,Flughafen München,0,Harthaus
2020-11-17 14:30:00,Flughafen München,0,Hallbergmoos
2020-11-17 17:13:00,Flughafen München,5,Englschalking
2020-11-17 12:39:00,Flughafen München,0,Marienplatz
2020-11-17 12:50:00,Flughafen München,0,Hirschgarten
2020-11-17 13:00:00,Flughafen München,2,Westkreuz
2020-11-17 12:42:00,Flughafen München,3,Rosenheimer Platz
2020-11-17 17:11:00,Flughafen München,6,Daglfing
2020-11-17 15:41:00,Flughafen München,0,Neugilching
2020-11-17 14:58:00,Flughafen München,0,Neuaubing
2020-11-17 12:35:00,Flughafen München,0,Hauptbahnhof
2020-11-17 12:53:00,Flughafen München,0,Hackerbrücke
2020-11-17 13:35:00,Flughafen München,1,Johanneskirchen
2020-11-17 14:18:00,Flughafen München,0,Unterföhring
2020-11-17 17:25:00,Flughafen München,3,Geisenbrunn
2020-11-17 14:57:00,Flughafen München,0,Weßling
2020-11-17 15:45:00,Flughafen München,0,Herrsching
2020-11-17 12:48:00,Flughafen München,0,Laim
2020-11-17 12:45:00,Flughafen München,0,Pasing
2020-11-17 12:52:00,Flughafen München,0,Donnersbergerbrücke
2020-11-17 14:50:00,Flughafen München,0,Seefeld-Hechendorf
2020-11-17 15:13:00,Flughafen München,0,Steinebach
2020-11-17 13:42:00,Flughafen München,1,Ismaning
2020-11-17 13:46:00,Flughafen München,0,Leuchtenbergring
2020-11-17 13:00:00,Flughafen München,0,Isartor
2020-11-17 14:43:00,Flughafen München,0,Gilching-Argelsried
2020-11-17 17:31:00,Flughafen München,5,Daglfing
2020-11-17 13:31:00,Flughafen München,2,Germering-Unterpfaffenhofen
2020-11-17 13:36:00,Flughafen München,0,Freiham
2020-11-17 14:13:00,Flughafen München,0,Flughafen Besucherpark
2020-11-17 17:33:00,Flughafen München,4,Englschalking
2020-11-17 14:48:00,Flughafen München,0,Hallbergmoos
2020-11-17 12:59:00,Flughafen München,0,Marienplatz
2020-11-17 13:10:00,Flughafen München,0,Hirschgarten
2020-11-17 12:44:00,Flughafen München,3,Ostbahnhof München
2020-11-17 12:51:00,Flughafen München,1,Germering-Unterpfaffenhofen
2020-11-17 13:02:00,Flughafen München,4,Rosenheimer Platz
2020-11-17 13:55:00,Flughafen München,2,Johanneskirchen
2020-11-17 13:20:00,Flughafen München,1,Westkreuz
2020-11-17 14:38:00,Flughafen München,0,Unterföhring
2020-11-17 12:57:00,Flughafen München,0,Karlsplatz
2020-11-17 16:01:00,Flughafen München,0,Neugilching
2020-11-17 13:13:00,Flughafen München,0,Hackerbrücke
2020-11-17 16:05:00,Flughafen München,0,Herrsching
2020-11-17 15:18:00,Flughafen München,0,Neuaubing
2020-11-17 17:54:00,Flughafen München,1,Harthaus
2020-11-17 13:05:00,Flughafen München,1,Pasing
2020-11-17 15:33:00,Flughafen München,0,Steinebach
2020-11-17 13:12:00,Flughafen München,0,Donnersbergerbrücke
2020-11-17 13:08:00,Flughafen München,0,Laim
2020-11-17 17:45:00,Flughafen München,1,Geisenbrunn
2020-11-17 14:02:00,Flughafen München,0,Ismaning
2020-11-17 15:10:00,Flughafen München,0,Seefeld-Hechendorf
2020-11-17 12:55:00,Flughafen München,1,Hauptbahnhof
2020-11-17 15:03:00,Flughafen München,0,Gilching-Argelsried
2020-11-17 13:04:00,Flughafen München,4,Ostbahnhof München
2020-11-17 16:34:00,Flughafen München,3,Harthaus
2020-11-17 13:51:00,Flughafen München,0,Germering-Unterpfaffenhofen
2020-11-17 17:53:00,Flughafen München,3,Englschalking
2020-11-17 17:51:00,Flughafen München,4,Daglfing
2020-11-17 13:20:00,Flughafen München,0,Isartor
2020-11-17 13:19:00,Flughafen München,0,Marienplatz
2020-11-17 15:08:00,Flughafen München,0,Hallbergmoos
2020-11-17 13:22:00,Flughafen München,3,Rosenheimer Platz
2020-11-17 13:40:00,Flughafen München,3,Westkreuz
2020-11-17 13:56:00,Flughafen München,1,Freiham
2020-11-17 14:15:00,Flughafen München,1,Johanneskirchen
2020-11-17 13:33:00,Flughafen München,0,Hackerbrücke
2020-11-17 15:17:00,Flughafen München,0,Weßling
2020-11-17 13:30:00,Flughafen München,0,Hirschgarten
2020-11-17 14:58:00,Flughafen München,0,Unterföhring
2020-11-17 14:35:00,Flughafen München,0,Flughafen Besucherpark
2020-11-17 16:25:00,Flughafen München,0,Herrsching
2020-11-17 13:15:00,Flughafen München,1,Hauptbahnhof
2020-11-17 14:06:00,Flughafen München,0,Leuchtenbergring
2020-11-17 13:17:00,Flughafen München,0,Karlsplatz
2020-11-17 13:11:00,Flughafen München,0,Germering-Unterpfaffenhofen
2020-11-17 13:25:00,Flughafen München,0,Pasing
2020-11-17 15:37:00,Flughafen München,0,Weßling
2020-11-17 13:28:00,Flughafen München,0,Laim
2020-11-17 15:30:00,Flughafen München,0,Seefeld-Hechendorf
2020-11-17 13:32:00,Flughafen München,0,Donnersbergerbrücke
2020-11-17 14:22:00,Flughafen München,1,Ismaning
2020-11-17 18:11:00,Flughafen München,3,Daglfing
2020-11-17 15:53:00,Flughafen München,0,Steinebach
2020-11-17 14:53:00,Flughafen München,0,Flughafen Besucherpark
2020-11-17 14:11:00,Flughafen München,0,Germering-Unterpfaffenhofen
2020-11-17 14:16:00,Flughafen München,0,Freiham
2020-11-17 18:13:00,Flughafen München,2,Englschalking
2020-11-17 18:05:00,Flughafen München,1,Geisenbrunn
2020-11-17 13:40:00,Flughafen München,0,Isartor
2020-11-17 14:35:00,Flughafen München,0,Johanneskirchen
2020-11-17 13:39:00,Flughafen München,0,Marienplatz
2020-11-17 13:24:00,Flughafen München,3,Ostbahnhof München
2020-11-17 13:53:00,Flughafen München,0,Hackerbrücke
2020-11-17 13:35:00,Flughafen München,1,Hauptbahnhof
2020-11-17 13:42:00,Flughafen München,3,Rosenheimer Platz
2020-11-17 14:00:00,Flughafen München,0,Westkreuz
2020-11-17 16:21:00,Flughafen München,5,Neugilching
2020-11-17 15:38:00,Flughafen München,0,Neuaubing
2020-11-21 09:22:00,Flughafen München,0,Rosenheimer Platz
2020-11-17 15:23:00,Flughafen München,0,Gilching-Argelsried
2020-11-17 13:37:00,Flughafen München,0,Karlsplatz
2020-11-17 13:50:00,Flughafen München,0,Hirschgarten
2020-11-17 14:26:00,Flughafen München,0,Leuchtenbergring
2020-11-17 15:30:00,Flughafen München,0,Hallbergmoos
2020-11-17 14:42:00,Flughafen München,0,Ismaning
2020-11-17 13:45:00,Flughafen München,2,Pasing
2020-11-17 13:48:00,Flughafen München,1,Laim
2020-11-17 15:50:00,Flughafen München,0,Seefeld-Hechendorf
2020-11-17 16:13:00,Flughafen München,0,Steinebach
2020-11-17 13:52:00,Flughafen München,0,Donnersbergerbrücke
2020-11-17 19:16:00,Flughafen München,1,Freiham
2020-11-17 18:31:00,Flughafen München,18,Daglfing
2020-11-17 14:31:00,Flughafen München,0,Germering-Unterpfaffenhofen
2020-11-17 18:25:00,Flughafen München,2,Geisenbrunn
2020-11-17 14:00:00,Flughafen München,0,Isartor
2020-11-17 14:02:00,Flughafen München,0,Rosenheimer Platz
2020-11-17 15:13:00,Flughafen München,0,Flughafen Besucherpark
2020-11-17 14:20:00,Flughafen München,0,Westkreuz
2020-11-17 18:33:00,Flughafen München,17,Englschalking
2020-11-17 14:36:00,Flughafen München,0,Freiham
2020-11-17 16:54:00,Flughafen München,1,Harthaus
2020-11-17 13:59:00,Flughafen München,0,Marienplatz
2020-11-17 14:55:00,Flughafen München,0,Johanneskirchen
2020-11-17 15:18:00,Flughafen München,0,Unterföhring
2020-11-17 16:45:00,Flughafen München,0,Herrsching
2020-11-17 14:13:00,Flughafen München,0,Hackerbrücke
2020-11-17 15:57:00,Flughafen München,0,Weßling
2020-11-17 13:44:00,Flughafen München,0,Ostbahnhof München
2020-11-17 14:10:00,Flughafen München,0,Hirschgarten
2020-11-17 16:41:00,Flughafen München,0,Neugilching
